1	 number of slices 
850	 points on slice 	1 
	 3.046921 	 0.000000 	 2.445347 
	 3.022895 	 0.381880 	 2.445347 
	 2.951196 	 0.757738 	 2.445347 
	 2.832955 	 1.121646 	 2.445347 
	 2.670037 	 1.467865 	 2.445347 
	 2.465011 	 1.790935 	 2.445347 
	 2.221110 	 2.085761 	 2.445347 
	 1.942181 	 2.347693 	 2.445347 
	 1.632622 	 2.572600 	 2.445347 
	 1.297316 	 2.756936 	 2.445347 
	 0.941550 	 2.897794 	 2.445347 
	 0.570936 	 2.992952 	 2.445347 
	 0.191318 	 3.040909 	 2.445347 
	 -0.191318 	 3.040909 	 2.445347 
	 -0.570936 	 2.992952 	 2.445347 
	 -0.941550 	 2.897794 	 2.445347 
	 -1.297316 	 2.756936 	 2.445347 
	 -1.632622 	 2.572600 	 2.445347 
	 -1.942181 	 2.347693 	 2.445347 
	 -2.221110 	 2.085761 	 2.445347 
	 -2.465011 	 1.790935 	 2.445347 
	 -2.670037 	 1.467865 	 2.445347 
	 -2.832955 	 1.121646 	 2.445347 
	 -2.951196 	 0.757738 	 2.445347 
	 -3.022895 	 0.381880 	 2.445347 
	 -3.046921 	 0.000000 	 2.445347 
	 -3.022895 	 -0.381880 	 2.445347 
	 -2.951196 	 -0.757738 	 2.445347 
	 -2.832955 	 -1.121646 	 2.445347 
	 -2.670037 	 -1.467865 	 2.445347 
	 -2.465011 	 -1.790935 	 2.445347 
	 -2.221110 	 -2.085761 	 2.445347 
	 -1.942181 	 -2.347693 	 2.445347 
	 -1.632622 	 -2.572600 	 2.445347 
	 -1.297316 	 -2.756936 	 2.445347 
	 -0.941550 	 -2.897794 	 2.445347 
	 -0.570936 	 -2.992952 	 2.445347 
	 -0.191318 	 -3.040909 	 2.445347 
	 0.191318 	 -3.040909 	 2.445347 
	 0.570936 	 -2.992952 	 2.445347 
	 0.941550 	 -2.897794 	 2.445347 
	 1.297316 	 -2.756936 	 2.445347 
	 1.632622 	 -2.572600 	 2.445347 
	 1.942181 	 -2.347693 	 2.445347 
	 2.221110 	 -2.085761 	 2.445347 
	 2.465011 	 -1.790935 	 2.445347 
	 2.670037 	 -1.467865 	 2.445347 
	 2.832955 	 -1.121646 	 2.445347 
	 2.951196 	 -0.757738 	 2.445347 
	 3.022895 	 -0.381880 	 2.445347 
	 3.070828 	 0.000000 	 1.854919 
	 3.046613 	 0.384877 	 1.854919 
	 2.974352 	 0.763684 	 1.854919 
	 2.855183 	 1.130447 	 1.854919 
	 2.690987 	 1.479382 	 1.854919 
	 2.484352 	 1.804987 	 1.854919 
	 2.238537 	 2.102126 	 1.854919 
	 1.957419 	 2.366113 	 1.854919 
	 1.645432 	 2.592786 	 1.854919 
	 1.307495 	 2.778568 	 1.854919 
	 0.948938 	 2.920531 	 1.854919 
	 0.575416 	 3.016435 	 1.854919 
	 0.192819 	 3.064768 	 1.854919 
	 -0.192819 	 3.064768 	 1.854919 
	 -0.575416 	 3.016435 	 1.854919 
	 -0.948938 	 2.920531 	 1.854919 
	 -1.307495 	 2.778568 	 1.854919 
	 -1.645432 	 2.592786 	 1.854919 
	 -1.957419 	 2.366113 	 1.854919 
	 -2.238537 	 2.102126 	 1.854919 
	 -2.484352 	 1.804987 	 1.854919 
	 -2.690987 	 1.479382 	 1.854919 
	 -2.855183 	 1.130447 	 1.854919 
	 -2.974352 	 0.763684 	 1.854919 
	 -3.046613 	 0.384877 	 1.854919 
	 -3.070828 	 0.000000 	 1.854919 
	 -3.046613 	 -0.384877 	 1.854919 
	 -2.974352 	 -0.763684 	 1.854919 
	 -2.855183 	 -1.130447 	 1.854919 
	 -2.690987 	 -1.479382 	 1.854919 
	 -2.484352 	 -1.804987 	 1.854919 
	 -2.238537 	 -2.102126 	 1.854919 
	 -1.957419 	 -2.366113 	 1.854919 
	 -1.645432 	 -2.592786 	 1.854919 
	 -1.307495 	 -2.778568 	 1.854919 
	 -0.948938 	 -2.920531 	 1.854919 
	 -0.575416 	 -3.016435 	 1.854919 
	 -0.192819 	 -3.064768 	 1.854919 
	 0.192819 	 -3.064768 	 1.854919 
	 0.575416 	 -3.016435 	 1.854919 
	 0.948938 	 -2.920531 	 1.854919 
	 1.307495 	 -2.778568 	 1.854919 
	 1.645432 	 -2.592786 	 1.854919 
	 1.957419 	 -2.366113 	 1.854919 
	 2.238537 	 -2.102126 	 1.854919 
	 2.484352 	 -1.804987 	 1.854919 
