851 	 total number of guide points 
   1        2.03128100        0.00000000        2.25400500       22.00097929        0.00000000        0.38162895
   2        2.01526300        0.25458700        2.25400500       22.00098038        7.20000218        0.38162882
   3        1.96746400        0.50515900        2.25400500       22.00098012       14.40000285        0.38162885
   4        1.88863700        0.74776400        2.25400500       22.00097994       21.59999248        0.38162887
   5        1.78002500        0.97857700        2.25400500       22.00097949       28.79999939        0.38162892
   6        1.64334100        1.19395700        2.25400500       22.00097912       35.99999716        0.38162897
   7        1.48074000        1.39050700        2.25400500       22.00097995       43.19999147        0.38162887
   8        1.29478700        1.56512900        2.25400500       22.00097941       50.40000681        0.38162893
   9        1.08841500        1.71506700        2.25400500       22.00097946       57.59999083        0.38162893
  10        0.86487700        1.83795800        2.25400500       22.00097953       64.80000983        0.38162892
  11        0.62770000        1.93186300        2.25400500       22.00097949       72.00000910        0.38162892
  12        0.38062400        1.99530100        2.25400500       22.00097994       79.20000062        0.38162887
  13        0.12754500        2.02727200        2.25400500       22.00098038       86.40000403        0.38162882
  14       -0.12754500        2.02727200        2.25400500       22.00098038       93.59999597        0.38162882
  15       -0.38062400        1.99530100        2.25400500       22.00097994      100.79999938        0.38162887
  16       -0.62770000        1.93186300        2.25400500       22.00097949      107.99999090        0.38162892
  17       -0.86487700        1.83795800        2.25400500       22.00097953      115.19999017        0.38162892
  18       -1.08841500        1.71506700        2.25400500       22.00097946      122.40000917        0.38162893
  19       -1.29478700        1.56512900        2.25400500       22.00097941      129.59999319        0.38162893
  20       -1.48074000        1.39050700        2.25400500       22.00097995      136.80000853        0.38162887
  21       -1.64334100        1.19395700        2.25400500       22.00097912      144.00000284        0.38162897
  22       -1.78002500        0.97857700        2.25400500       22.00097949      151.20000061        0.38162892
  23       -1.88863700        0.74776400        2.25400500       22.00097994      158.40000752        0.38162887
  24       -1.96746400        0.50515900        2.25400500       22.00098012      165.59999715        0.38162885
  25       -2.01526300        0.25458700        2.25400500       22.00098038      172.79999782        0.38162882
  26       -2.03128100        0.00000000        2.25400500       22.00097929      180.00000000        0.38162895
  27       -2.01526300       -0.25458700        2.25400500       22.00098038      187.20000218        0.38162882
  28       -1.96746400       -0.50515900        2.25400500       22.00098012      194.40000285        0.38162885
  29       -1.88863700       -0.74776400        2.25400500       22.00097994      201.59999248        0.38162887
  30       -1.78002500       -0.97857700        2.25400500       22.00097949      208.79999939        0.38162892
  31       -1.64334100       -1.19395700        2.25400500       22.00097912      215.99999716        0.38162897
  32       -1.48074000       -1.39050700        2.25400500       22.00097995      223.19999147        0.38162887
  33       -1.29478700       -1.56512900        2.25400500       22.00097941      230.40000681        0.38162893
  34       -1.08841500       -1.71506700        2.25400500       22.00097946      237.59999083        0.38162893
  35       -0.86487700       -1.83795800        2.25400500       22.00097953      244.80000983        0.38162892
  36       -0.62770000       -1.93186300        2.25400500       22.00097949      252.00000910        0.38162892
  37       -0.38062400       -1.99530100        2.25400500       22.00097994      259.20000062        0.38162887
  38       -0.12754500       -2.02727200        2.25400500       22.00098038      266.40000403        0.38162882
  39        0.12754500       -2.02727200        2.25400500       22.00098038      273.59999597        0.38162882
  40        0.38062400       -1.99530100        2.25400500       22.00097994      280.79999938        0.38162887
  41        0.62770000       -1.93186300        2.25400500       22.00097949      287.99999090        0.38162892
  42        0.86487700       -1.83795800        2.25400500       22.00097953      295.19999017        0.38162892
  43        1.08841500       -1.71506700        2.25400500       22.00097946      302.40000917        0.38162893
  44        1.29478700       -1.56512900        2.25400500       22.00097941      309.59999319        0.38162893
  45        1.48074000       -1.39050700        2.25400500       22.00097995      316.80000853        0.38162887
  46        1.64334100       -1.19395700        2.25400500       22.00097912      324.00000284        0.38162897
  47        1.78002500       -0.97857700        2.25400500       22.00097949      331.20000061        0.38162892
  48        1.88863700       -0.74776400        2.25400500       22.00097994      338.40000752        0.38162887
  49        1.96746400       -0.50515900        2.25400500       22.00098012      345.59999715        0.38162885
  50        2.01526300       -0.25458700        2.25400500       22.00098038      352.79999782        0.38162882
  51        2.04721800        0.00000000        1.70977700       16.56530277        0.00000000        0.37247998
  52        2.03107500        0.25658500        1.70977700       16.56530277        7.20001548        0.37247998
  53        1.98290100        0.50912300        1.70977700       16.56530250       14.40001508        0.37248003
  54        1.90345600        0.75363100        1.70977700       16.56530203       21.59998585        0.37248010
  55        1.79399100        0.98625500        1.70977700       16.56530249       28.80000250        0.37248003
  56        1.65623400        1.20332500        1.70977700       16.56530262       36.00001274        0.37248001
  57        1.49235800        1.40141700        1.70977700       16.56530265       43.19999096        0.37248000
  58        1.30494600        1.57740900        1.70977700       16.56530234       50.40000459        0.37248005
  59        1.09695400        1.72852400        1.70977700       16.56530232       57.60001623        0.37248006
  60        0.87166300        1.85237900        1.70977700       16.56530205       64.80000994        0.37248010
  61        0.63262500        1.94702000        1.70977700       16.56530284       72.00000391        0.37247997
  62        0.38361000        2.01095700        1.70977700       16.56530197       79.20001550        0.37248011
  63        0.12854600        2.04317900        1.70977700       16.56530201       86.39999796        0.37248011
  64       -0.12854600        2.04317900        1.70977700       16.56530201       93.60000204        0.37248011
  65       -0.38361000        2.01095700        1.70977700       16.56530197      100.79998450        0.37248011
  66       -0.63262500        1.94702000        1.70977700       16.56530284      107.99999609        0.37247997
  67       -0.87166300        1.85237900        1.70977700       16.56530205      115.19999006        0.37248010
  68       -1.09695400        1.72852400        1.70977700       16.56530232      122.39998377        0.37248006
