851 	 total number of guide points 
   1        3.04692100        0.00000000        2.44534700       22.10800589        0.00000000        0.55754553
   2        3.02289500        0.38188000        2.44534700       22.10800622        7.19999167        0.55754551
   3        2.95119600        0.75773800        2.44534700       22.10800678       14.39999374        0.55754546
   4        2.83295500        1.12164600        2.44534700       22.10800706       21.59999594        0.55754544
   5        2.67003700        1.46786500        2.44534700       22.10800661       28.79999568        0.55754547
   6        2.46501100        1.79093500        2.44534700       22.10800594       35.99999508        0.55754553
   7        2.22111000        2.08576100        2.44534700       22.10800558       43.19999832        0.55754556
   8        1.94218100        2.34769300        2.44534700       22.10800531       50.39999358        0.55754558
   9        1.63262200        2.57260000        2.44534700       22.10800658       57.59999373        0.55754548
  10        1.29731600        2.75693600        2.44534700       22.10800671       64.79999332        0.55754546
  11        0.94155000        2.89779400        2.44534700       22.10800623       72.00000619        0.55754551
  12        0.57093600        2.99295200        2.44534700       22.10800527       79.20000238        0.55754559
  13        0.19131800        3.04090900        2.44534700       22.10800511       86.39999583        0.55754560
  14       -0.19131800        3.04090900        2.44534700       22.10800511       93.60000417        0.55754560
  15       -0.57093600        2.99295200        2.44534700       22.10800527      100.79999762        0.55754559
  16       -0.94155000        2.89779400        2.44534700       22.10800623      107.99999381        0.55754551
  17       -1.29731600        2.75693600        2.44534700       22.10800671      115.20000668        0.55754546
  18       -1.63262200        2.57260000        2.44534700       22.10800658      122.40000627        0.55754548
  19       -1.94218100        2.34769300        2.44534700       22.10800531      129.60000642        0.55754558
  20       -2.22111000        2.08576100        2.44534700       22.10800558      136.80000168        0.55754556
  21       -2.46501100        1.79093500        2.44534700       22.10800594      144.00000492        0.55754553
  22       -2.67003700        1.46786500        2.44534700       22.10800661      151.20000432        0.55754547
  23       -2.83295500        1.12164600        2.44534700       22.10800706      158.40000406        0.55754544
  24       -2.95119600        0.75773800        2.44534700       22.10800678      165.60000626        0.55754546
  25       -3.02289500        0.38188000        2.44534700       22.10800622      172.80000833        0.55754551
  26       -3.04692100        0.00000000        2.44534700       22.10800589      180.00000000        0.55754553
  27       -3.02289500       -0.38188000        2.44534700       22.10800622      187.19999167        0.55754551
  28       -2.95119600       -0.75773800        2.44534700       22.10800678      194.39999374        0.55754546
  29       -2.83295500       -1.12164600        2.44534700       22.10800706      201.59999594        0.55754544
  30       -2.67003700       -1.46786500        2.44534700       22.10800661      208.79999568        0.55754547
  31       -2.46501100       -1.79093500        2.44534700       22.10800594      215.99999508        0.55754553
  32       -2.22111000       -2.08576100        2.44534700       22.10800558      223.19999832        0.55754556
  33       -1.94218100       -2.34769300        2.44534700       22.10800531      230.39999358        0.55754558
  34       -1.63262200       -2.57260000        2.44534700       22.10800658      237.59999373        0.55754548
  35       -1.29731600       -2.75693600        2.44534700       22.10800671      244.79999332        0.55754546
  36       -0.94155000       -2.89779400        2.44534700       22.10800623      252.00000619        0.55754551
  37       -0.57093600       -2.99295200        2.44534700       22.10800527      259.20000238        0.55754559
  38       -0.19131800       -3.04090900        2.44534700       22.10800511      266.39999583        0.55754560
  39        0.19131800       -3.04090900        2.44534700       22.10800511      273.60000417        0.55754560
  40        0.57093600       -2.99295200        2.44534700       22.10800527      280.79999762        0.55754559
  41        0.94155000       -2.89779400        2.44534700       22.10800623      287.99999381        0.55754551
  42        1.29731600       -2.75693600        2.44534700       22.10800671      295.20000668        0.55754546
  43        1.63262200       -2.57260000        2.44534700       22.10800658      302.40000627        0.55754548
  44        1.94218100       -2.34769300        2.44534700       22.10800531      309.60000642        0.55754558
  45        2.22111000       -2.08576100        2.44534700       22.10800558      316.80000168        0.55754556
  46        2.46501100       -1.79093500        2.44534700       22.10800594      324.00000492        0.55754553
  47        2.67003700       -1.46786500        2.44534700       22.10800661      331.20000432        0.55754547
  48        2.83295500       -1.12164600        2.44534700       22.10800706      338.40000406        0.55754544
  49        2.95119600       -0.75773800        2.44534700       22.10800678      345.60000626        0.55754546
  50        3.02289500       -0.38188000        2.44534700       22.10800622      352.80000833        0.55754551
  51        3.07082800        0.00000000        1.85491900       16.69740481        0.00000000        0.54477457
  52        3.04661300        0.38487700        1.85491900       16.69740559        7.20000506        0.54477447
  53        2.97435200        0.76368400        1.85491900       16.69740515       14.40000372        0.54477453
  54        2.85518300        1.13044700        1.85491900       16.69740574       21.60000139        0.54477446
  55        2.69098700        1.47938200        1.85491900       16.69740535       28.79998983        0.54477450
  56        2.48435200        1.80498700        1.85491900       16.69740518       35.99999423        0.54477452
  57        2.23853700        2.10212600        1.85491900       16.69740547       43.19999776        0.54477449
  58        1.95741900        2.36611300        1.85491900       16.69740585       50.39999865        0.54477444
  59        1.64543200        2.59278600        1.85491900       16.69740457       57.60000047        0.54477459
  60        1.30749500        2.77856800        1.85491900       16.69740510       64.79999753        0.54477453
  61        0.94893800        2.92053100        1.85491900       16.69740480       72.00000080        0.54477457
  62        0.57541600        3.01643500        1.85491900       16.69740501       79.19999543        0.54477454
  63        0.19281900        3.06476800        1.85491900       16.69740537       86.39999737        0.54477450
  64       -0.19281900        3.06476800        1.85491900       16.69740537       93.60000263        0.54477450
  65       -0.57541600        3.01643500        1.85491900       16.69740501      100.80000457        0.54477454
  66       -0.94893800        2.92053100        1.85491900       16.69740480      107.99999920        0.54477457
  67       -1.30749500        2.77856800        1.85491900       16.69740510      115.20000247        0.54477453
  68       -1.64543200        2.59278600        1.85491900       16.69740457      122.39999953        0.54477459
  69       -1.95741900        2.36611300        1.85491900       16.69740585      129.60000135        0.54477444
  70       -2.23853700        2.10212600        1.85491900       16.69740547      136.80000224        0.54477449
  71       -2.48435200        1.80498700        1.85491900       16.69740518      144.00000577        0.54477452
  72       -2.69098700        1.47938200        1.85491900       16.69740535      151.20001017        0.54477450
  73       -2.85518300        1.13044700        1.85491900       16.69740574      158.39999861        0.54477446
  74       -2.97435200        0.76368400        1.85491900       16.69740515      165.59999628        0.54477453
  75       -3.04661300        0.38487700        1.85491900       16.69740559      172.79999494        0.54477447
  76       -3.07082800        0.00000000        1.85491900       16.69740481      180.00000000        0.54477457
  77       -3.04661300       -0.38487700        1.85491900       16.69740559      187.20000506        0.54477447
  78       -2.97435200       -0.76368400        1.85491900       16.69740515      194.40000372        0.54477453
  79       -2.85518300       -1.13044700        1.85491900       16.69740574      201.60000139        0.54477446
  80       -2.69098700       -1.47938200        1.85491900       16.69740535      208.79998983        0.54477450
  81       -2.48435200       -1.80498700        1.85491900       16.69740518      215.99999423        0.54477452
  82       -2.23853700       -2.10212600        1.85491900       16.69740547      223.19999776        0.54477449
  83       -1.95741900       -2.36611300        1.85491900       16.69740585      230.39999865        0.54477444
  84       -1.64543200       -2.59278600        1.85491900       16.69740457      237.60000047        0.54477459
  85       -1.30749500       -2.77856800        1.85491900       16.69740510      244.79999753        0.54477453
  86       -0.94893800       -2.92053100        1.85491900       16.69740480      252.00000080        0.54477457
  87       -0.57541600       -3.01643500        1.85491900       16.69740501      259.19999543        0.54477454
  88       -0.19281900       -3.06476800        1.85491900       16.69740537      266.39999737        0.54477450
  89        0.19281900       -3.06476800        1.85491900       16.69740537      273.60000263        0.54477450
  90        0.57541600       -3.01643500        1.85491900       16.69740501      280.80000457        0.54477454
  91        0.94893800       -2.92053100        1.85491900       16.69740480      287.99999920        0.54477457
  92        1.30749500       -2.77856800        1.85491900       16.69740510      295.20000247        0.54477453
  93        1.64543200       -2.59278600        1.85491900       16.69740457      302.39999953        0.54477459
  94        1.95741900       -2.36611300        1.85491900       16.69740585      309.60000135        0.54477444
  95        2.23853700       -2.10212600        1.85491900       16.69740547      316.80000224        0.54477449
  96        2.48435200       -1.80498700        1.85491900       16.69740518      324.00000577        0.54477452
  97        2.69098700       -1.47938200        1.85491900       16.69740535      331.20001017        0.54477450
  98        2.85518300       -1.13044700        1.85491900       16.69740574      338.39999861        0.54477446
  99        2.97435200       -0.76368400        1.85491900       16.69740515      345.59999628        0.54477453
 100        3.04661300       -0.38487700        1.85491900       16.69740559      352.79999494        0.54477447
 101        3.07093900        0.00000000        1.24662700       11.19876284        0.00000000        0.53305220
 102        3.04672400        0.38489100        1.24662700       11.19876258        7.20000464        0.53305225
 103        2.97446000        0.76371100        1.24662700       11.19876278       14.39999054        0.53305221
 104        2.85528700        1.13048800        1.24662700       11.19876275       21.59999833        0.53305222
 105        2.69108400        1.47943600        1.24662700       11.19876318       28.80000084        0.53305214
 106        2.48444200        1.80505300        1.24662700       11.19876255       36.00000345        0.53305225
 107        2.23861800        2.10220200        1.24662700       11.19876320       43.19999689        0.53305213
 108        1.95749000        2.36619900        1.24662700       11.19876306       50.40000074        0.53305216
 109        1.64549100        2.59287900        1.24662700       11.19876344       57.60000078        0.53305209
 110        1.30754200        2.77866900        1.24662700       11.19876268       64.80000643        0.53305223
