1	 number of slices 
850	 points on slice 	1 
	 2.031281 	 0.000000 	 2.254005 
	 2.015263 	 0.254587 	 2.254005 
	 1.967464 	 0.505159 	 2.254005 
	 1.888637 	 0.747764 	 2.254005 
	 1.780025 	 0.978577 	 2.254005 
	 1.643341 	 1.193957 	 2.254005 
	 1.480740 	 1.390507 	 2.254005 
	 1.294787 	 1.565129 	 2.254005 
	 1.088415 	 1.715067 	 2.254005 
	 0.864877 	 1.837958 	 2.254005 
	 0.627700 	 1.931863 	 2.254005 
	 0.380624 	 1.995301 	 2.254005 
	 0.127545 	 2.027272 	 2.254005 
	 -0.127545 	 2.027272 	 2.254005 
	 -0.380624 	 1.995301 	 2.254005 
	 -0.627700 	 1.931863 	 2.254005 
	 -0.864877 	 1.837958 	 2.254005 
	 -1.088415 	 1.715067 	 2.254005 
	 -1.294787 	 1.565129 	 2.254005 
	 -1.480740 	 1.390507 	 2.254005 
	 -1.643341 	 1.193957 	 2.254005 
	 -1.780025 	 0.978577 	 2.254005 
	 -1.888637 	 0.747764 	 2.254005 
	 -1.967464 	 0.505159 	 2.254005 
	 -2.015263 	 0.254587 	 2.254005 
	 -2.031281 	 0.000000 	 2.254005 
	 -2.015263 	 -0.254587 	 2.254005 
	 -1.967464 	 -0.505159 	 2.254005 
	 -1.888637 	 -0.747764 	 2.254005 
	 -1.780025 	 -0.978577 	 2.254005 
	 -1.643341 	 -1.193957 	 2.254005 
	 -1.480740 	 -1.390507 	 2.254005 
	 -1.294787 	 -1.565129 	 2.254005 
	 -1.088415 	 -1.715067 	 2.254005 
	 -0.864877 	 -1.837958 	 2.254005 
	 -0.627700 	 -1.931863 	 2.254005 
	 -0.380624 	 -1.995301 	 2.254005 
	 -0.127545 	 -2.027272 	 2.254005 
	 0.127545 	 -2.027272 	 2.254005 
	 0.380624 	 -1.995301 	 2.254005 
	 0.627700 	 -1.931863 	 2.254005 
	 0.864877 	 -1.837958 	 2.254005 
	 1.088415 	 -1.715067 	 2.254005 
	 1.294787 	 -1.565129 	 2.254005 
	 1.480740 	 -1.390507 	 2.254005 
	 1.643341 	 -1.193957 	 2.254005 
	 1.780025 	 -0.978577 	 2.254005 
	 1.888637 	 -0.747764 	 2.254005 
	 1.967464 	 -0.505159 	 2.254005 
	 2.015263 	 -0.254587 	 2.254005 
	 2.047218 	 0.000000 	 1.709777 
	 2.031075 	 0.256585 	 1.709777 
	 1.982901 	 0.509123 	 1.709777 
	 1.903456 	 0.753631 	 1.709777 
	 1.793991 	 0.986255 	 1.709777 
	 1.656234 	 1.203325 	 1.709777 
	 1.492358 	 1.401417 	 1.709777 
	 1.304946 	 1.577409 	 1.709777 
	 1.096954 	 1.728524 	 1.709777 
	 0.871663 	 1.852379 	 1.709777 
	 0.632625 	 1.947020 	 1.709777 
	 0.383610 	 2.010957 	 1.709777 
	 0.128546 	 2.043179 	 1.709777 
	 -0.128546 	 2.043179 	 1.709777 
	 -0.383610 	 2.010957 	 1.709777 
	 -0.632625 	 1.947020 	 1.709777 
	 -0.871663 	 1.852379 	 1.709777 
	 -1.096954 	 1.728524 	 1.709777 
